Year;Comp name;#;Competitor;Country;TOT. PTS;Pts;Pts.1;Pts.2;Pts.3;Pts.4;Pts.5;Pts.6;Pts.7;Pts.8;Pts.9;Pts.10
2002;WSM Final - group;1;R. Bergmanis;LAT;28.0;5.0;6.0;3.0;2.0;6.0;6.0;;;;;
2002;WSM Final - group;2;J. RÃ¤sÃ¤nen;FIN;25.0;4.0;2.0;4.0;5.0;5.0;5.0;;;;;
2002;WSM Final - group;3;B. Schoonveld;USA;23.5;2.0;4.5;6.0;6.0;3.0;2.0;;;;;
2002;WSM Final - group;4;J. Hams;NED;22.0;6.0;3.0;2.0;3.0;4.0;4.0;;;;;
2002;WSM Final - group;5;H. Ollesch;GER;21.5;3.0;4.5;5.0;4.0;2.0;3.0;;;;;
2002;WSM Final - group;6;M. Iliffe;ENG;3.0;1.0;0.0;1.0;1.0;0.0;0.0;;;;;
2002;WSM Final - group;1;M. Samuelsson;SWE;31;6.0;3.0;6.0;5.0;5.0;6.0;;;;;
2002;WSM Final - group;2;G. Edmunds;SCO;28;4.0;4.0;5.0;4.0;6.0;5.0;;;;;
2002;WSM Final - group;3;R. Minkwitz;DEN;24;5.0;6.0;4.0;6.0;1.0;2.0;;;;;
2002;WSM Final - group;4;S. Kirit;USA;20;2.0;5.0;3.0;3.0;4.0;3.0;;;;;
2002;WSM Final - group;5;D. Boyer;AUS;14;3.0;0.0;2.0;2.0;3.0;4.0;;;;;
2002;WSM Final - group;6;N. Moss;RSA;8;1.0;2.0;1.0;1.0;2.0;1.0;;;;;
2002;WSM Final - group;1;J. Perry;USA;33.5;5.0;6.0;6.0;5.0;5.5;6.0;;;;;
2002;WSM Final - group;2;Å½. Savickas;LTU;31.5;6.0;5.0;5.0;6.0;5.5;4.0;;;;;
2002;WSM Final - group;3;J. Williams;ISL;17.5;1.0;2.5;4.0;4.0;3.0;3.0;;;;;
2002;WSM Final - group;4;D. Warner;ENG;15.0;2.0;0.0;1.0;3.0;4.0;5.0;;;;;
2002;WSM Final - group;5;O. Haugen;NOR;11.0;3.0;4.0;2.0;2.0;0.0;0.0;;;;;
2002;WSM Final - group;6;J. Virtanen;FIN;9.5;4.0;2.5;3.0;0.0;0.0;0.0;;;;;
2002;WSM Final - group;1;H. Girard;CAN;29.0;5.0;6.0;6.0;6.0;1.0;5.0;;;;;
2002;WSM Final - group;2;M. Pudzianowski;POL;26.5;6.0;4.5;3.0;5.0;6.0;2.0;;;;;
2002;WSM Final - group;3;K. Gillingham;USA;22.5;4.0;2.5;2.0;3.0;5.0;6.0;;;;;
2002;WSM Final - group;4;M. Gosling;ENG;19.0;3.0;1.0;4.0;4.0;4.0;3.0;;;;;
2002;WSM Final - group;5;T. Samuelsson;SWE;17.5;1.0;2.5;5.0;2.0;3.0;4.0;;;;;
2002;WSM Final - group;6;T. MÃ©szÃ¡ros;HUN;11.5;2.0;4.5;1.0;1.0;2.0;1.0;;;;;
2003;WSM Final - group;1;M. Pudzianowski;POL;32;5.0;5.0;6.0;5.0;5.0;6.0;;;;;
2003;WSM Final - group;2;G. Dolan;CAN;29;4.0;6.0;5.0;4.0;6.0;4.0;;;;;
2003;WSM Final - group;3;P. Baltus;NED;25;6.0;2.0;3.0;6.0;3.0;5.0;;;;;
2003;WSM Final - group;4;I. Pedan;RUS;17;2.0;4.0;2.0;3.0;4.0;2.0;;;;;
2003;WSM Final - group;4;A. Rollinson;ENG;17;3.0;3.0;4.0;2.0;2.0;3.0;;;;;
2003;WSM Final - group;6;J. Marunde;USA;2;1.0;1.0;0.0;0.0;0.0;0.0;;;;;
2003;WSM Final - group;1;Å½. Savickas;LTU;29;6.0;6.0;2.0;6.0;5.0;4.0;;;;;
2003;WSM Final - group;2;M. Samuelsson;SWE;27;5.0;3.0;5.0;5.0;6.0;3.0;;;;;
2003;WSM Final - group;3;R. Minkwitz;DEN;24;4.0;5.0;4.0;2.0;3.0;6.0;;;;;
2003;WSM Final - group;4;D. Pope;USA;22;3.0;1.0;6.0;3.0;4.0;5.0;;;;;
2003;WSM Final - group;5;E. Ellwood;ENG;13;2.0;4.0;3.0;4.0;0.0;0.0;;;;;
2003;WSM Final - group;6;H. Ollesch;GER;3;1.0;2.0;0.0;0.0;0.0;0.0;;;;;
2003;WSM Final - group;1;R. Bergmanis;LAT;30.0;6.0;4.0;6.0;5.0;6.0;3.0;;;;;
2003;WSM Final - group;2;J. Dymek;POL;29.5;4.0;6.0;4.5;4.0;5.0;6.0;;;;;
2003;WSM Final - group;3;P. Pfister;USA;24.5;5.0;3.0;1.5;6.0;4.0;5.0;;;;;
2003;WSM Final - group;4;C. Broomfield;ENG;17.5;3.0;5.0;1.5;2.0;2.0;4.0;;;;;
2003;WSM Final - group;5;J. Hams;NED;14.0;2.0;1.0;3.0;3.0;3.0;2.0;;;;;
2003;WSM Final - group;6;J. Ljungberg;SWE;8.5;1.0;2.0;4.5;1.0;0.0;0.0;;;;;
2003;WSM Final - group;1;H. Girard;CAN;30;5.0;5.0;4.0;6.0;6.0;4.0;;;;;
2003;WSM Final - group;2;V. Virastyuk;UKR;27;6.0;3.0;6.0;4.0;5.0;3.0;;;;;
2003;WSM Final - group;3;S. Kirit;USA;19;3.0;2.0;3.0;2.0;4.0;5.0;;;;;
2003;WSM Final - group;4;V. Blekaitis;LTU;18;4.0;4.0;5.0;1.0;2.0;2.0;;;;;
2003;WSM Final - group;5;J. Williams;ISL;17;2.0;1.0;2.0;5.0;1.0;6.0;;;;;
2003;WSM Final - group;6;G. Ross;NIR;15;1.0;6.0;1.0;3.0;3.0;1.0;;;;;
2003;WSM Final - group;1;S. Karlsen;NOR;32;6.0;6.0;5.0;5.0;5.0;5.0;;;;;
2003;WSM Final - group;2;J. Paulin;CAN;27;5.0;2.0;4.0;4.0;6.0;6.0;;;;;
2003;WSM Final - group;3;M. Philippi;USA;22;2.0;5.0;3.0;6.0;2.0;4.0;;;;;
2003;WSM Final - group;4;R. Gosling;ENG;19;4.0;3.0;6.0;3.0;3.0;0.0;;;;;
2003;WSM Final - group;5;F. MÃ¼llner;AUT;18;3.0;4.0;2.0;2.0;4.0;3.0;;;;;
2003;WSM Final - group;6;M. Horn;RSA;1;1.0;0.0;0.0;0.0;0.0;0.0;;;;;
2004;WSM Final - group;1;M. Pudzianowski;POL;55;5.0;6.0;6.0;5.0;5.0;6.0;2.0;5.0;6.0;3.0;6.0
2004;WSM Final - group;1;V. Virastyuk;UKR;55;1.0;6.0;6.0;6.0;6.0;3.0;4.0;6.0;6.0;5.0;6.0
2004;WSM Final - group;3;Å½. Savickas;LTU;54;3.0;5.0;5.0;6.0;5.0;3.0;6.0;5.0;5.0;6.0;5.0
2004;WSM Final - group;4;R. Bergmanis;LAT;50;4.0;6.0;5.0;5.0;2.0;5.0;3.0;6.0;5.0;3.0;6.0
2004;WSM Final - group;5;M. Samuelsson;SWE;49;1.0;5.0;6.0;6.0;5.0;4.0;3.0;6.0;6.0;1.0;6.0
2004;WSM Final - group;6;S. Karlsen;NOR;48;3.0;6.0;5.0;5.0;5.0;3.0;4.0;6.0;6.0;0.0;5.0
2004;WSM Final - group;7;T. Lotta;FIN;46;1.0;6.0;5.0;4.0;4.0;5.0;5.0;1.0;5.0;4.0;6.0
2004;WSM Final - group;8;A. Murumets;EST;40;2.0;2.0;4.0;3.0;4.0;4.0;2.0;6.0;6.0;2.0;5.0
2004;WSM Final - group;9;B. Turner;GBR;39;1.0;5.0;6.0;6.0;3.0;0.0;4.0;3.0;6.0;0.0;5.0
2004;WSM Final - group;10;M. Felix;GRN;37;5.0;3.0;6.0;3.0;1.0;2.0;2.0;5.0;5.0;0.0;5.0
2004;WSM Final - group;11;A. Rollinson;ENG;34;1.0;4.0;6.0;5.0;3.0;2.0;0.0;1.0;4.0;2.0;6.0
2004;WSM Final - group;12;R. Minkwitz;DEN;31;4.0;3.0;4.0;3.0;1.0;1.0;4.0;1.0;5.0;0.0;5.0
2004;WSM Final - group;13;H. Girard;CAN;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2004;WSM Final - group;14;S. Kirit;USA;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2005;WSM Final - group;1;J. Dymek;POL;23.5;3.0;5.0;4.0;4.0;4.5;3.0;;;;;
2005;WSM Final - group;2;D. Filiou;CAN;21.5;2.0;2.0;3.0;5.0;4.5;5.0;;;;;
2005;WSM Final - group;3;J. Thigpen;USA;18.0;4.0;3.0;1.0;3.0;3.0;4.0;;;;;
2005;WSM Final - group;4;R. Vidzis;LAT;17.0;5.0;4.0;2.0;2.0;2.0;2.0;;;;;
2005;WSM Final - group;5;M. Gosling;ENG;8.0;1.0;1.0;5.0;1.0;0.0;0.0;;;;;
2005;WSM Final - group;1;R. Ber;AUT;22.5;5.0;4.5;4.0;4.0;3.0;2.0;;;;;
2005;WSM Final - group;2;E. Nigmatullin;RUS;22.0;4.0;2.0;2.0;5.0;5.0;4.0;;;;;
2005;WSM Final - group;3;B. Haraldsson;ISL;21.5;2.0;4.5;3.0;3.0;4.0;5.0;;;;;
2005;WSM Final - group;4;M. Philippi;USA;18.0;3.0;3.0;5.0;2.0;2.0;3.0;;;;;
2005;WSM Final - group;5;S. Bathaiee;IRI;6.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;
2005;WSM Final - group;1;M. Pudzianowski;POL;25.0;5.0;4.0;3.0;4.0;5.0;4.0;;;;;
2005;WSM Final - group;2;D. Pope;USA;22.5;4.0;1.0;4.0;5.0;3.5;5.0;;;;;
2005;WSM Final - group;3;M. Starov;UKR;18.5;3.0;5.0;2.0;3.0;3.5;2.0;;;;;
2005;WSM Final - group;4;S. Bourgeois;CAN;16.0;2.0;3.0;5.0;2.0;1.0;3.0;;;;;
2005;WSM Final - group;5;B. Irwin;NIR;8.0;1.0;2.0;1.0;1.0;2.0;1.0;;;;;
2005;WSM Final - group;1;J. Virtanen;FIN;20.5;2.0;5.0;3.0;3.0;3.5;4.0;;;;;
2005;WSM Final - group;2;D. Ostlund;USA;20.0;4.0;3.0;1.0;5.0;2.0;5.0;;;;;
2005;WSM Final - group;3;J. Paulin;CAN;17.0;3.0;2.0;5.0;4.0;1.0;2.0;;;;;
2005;WSM Final - group;4;K. Nee;USA;16.5;1.0;4.0;4.0;1.0;3.5;3.0;;;;;
2005;WSM Final - group;5;S. Toczek;POL;16.0;5.0;1.0;2.0;2.0;5.0;1.0;;;;;
2005;WSM Final - group;1;J. Marunde;USA;26;5.0;5.0;3.0;3.0;5.0;5.0;;;;;
2005;WSM Final - group;2;T. Mitt;EST;21;4.0;4.0;2.0;4.0;3.0;4.0;;;;;
2005;WSM Final - group;3;T. Hollands;ENG;20;3.0;2.0;4.0;5.0;4.0;2.0;;;;;
2005;WSM Final - group;4;C. Waitoa;NZL;17;2.0;3.0;5.0;2.0;2.0;3.0;;;;;
2005;WSM Final - group;5;G. Yanli;CHN;6;1.0;1.0;1.0;1.0;1.0;1.0;;;;;
2006;WSM Final - group;1;M. Pudzianowski;POL;25.0;5.0;3.0;5.0;5.0;4.0;3.0;;;;;
2006;WSM Final - group;2;D. Pope;USA;18.5;2.0;4.0;2.5;4.0;5.0;1.0;;;;;
2006;WSM Final - group;3;A. Haugen;NOR;16.0;1.0;5.0;4.0;1.0;0.0;5.0;;;;;
2006;WSM Final - group;4;R. Gharaei;IRI;16.0;4.0;2.0;1.0;2.0;3.0;4.0;;;;;
2006;WSM Final - group;5;J. Paulin;CAN;11.5;3.0;1.0;2.5;3.0;0.0;2.0;;;;;
2006;WSM Final - group;1;T. Hollands;ENG;22.5;5.0;2.0;4.5;3.0;5.0;3.0;;;;;
2006;WSM Final - group;2;R. Vidzis;LAT;21.5;3.0;3.0;4.5;2.0;4.0;5.0;;;;;
2006;WSM Final - group;3;J. Marunde;USA;20.5;4.0;5.0;2.5;5.0;2.0;2.0;;;;;
2006;WSM Final - group;4;D. Ostlund;USA;19.5;2.0;4.0;2.5;4.0;3.0;4.0;;;;;
2006;WSM Final - group;5;G. Yanli;CHN;5.0;1.0;1.0;0.0;1.0;1.0;1.0;;;;;
2006;WSM Final - group;1;P. Pfister;USA;21.5;3.0;1.5;5.0;2.0;5.0;5.0;;;;;
2006;WSM Final - group;2;M. Felix;GRN;18.0;1.0;5.0;1.0;4.0;4.0;3.0;;;;;
2006;WSM Final - group;3;J. Virtanen;FIN;17.5;5.0;1.5;4.0;5.0;1.0;1.0;;;;;
2006;WSM Final - group;4;E. Nigmatullin;RUS;17.0;2.0;4.0;3.0;1.0;3.0;4.0;;;;;
2006;WSM Final - group;5;D. Sadler;ENG;16.0;4.0;3.0;2.0;3.0;2.0;2.0;;;;;
2006;WSM Final - group;1;T. Mitt;EST;21.0;5.0;3.0;3.0;5.0;4.0;1.0;;;;;
2006;WSM Final - group;2;J. Dymek;POL;20.5;1.0;4.0;4.5;3.0;3.0;5.0;;;;;
2006;WSM Final - group;3;B. Haraldsson;ISL;19.0;2.0;5.0;2.0;1.0;5.0;4.0;;;;;
2006;WSM Final - group;4;D. Filiou;CAN;16.0;4.0;2.0;1.0;4.0;2.0;3.0;;;;;
2006;WSM Final - group;5;K. Nee;USA;12.5;3.0;1.0;4.5;2.0;0.0;2.0;;;;;
2006;WSM Final - group;1;S. Wenta;POL;26.5;5.0;3.5;5.0;5.0;5.0;3.0;;;;;
2006;WSM Final - group;2;S. Toczek;POL;23.0;4.0;5.0;2.0;4.0;3.0;5.0;;;;;
2006;WSM Final - group;3;J. Thigpen;USA;17.0;2.0;2.0;3.0;2.0;4.0;4.0;;;;;
2006;WSM Final - group;4;O. Haugen;NOR;10.5;1.0;3.5;1.0;3.0;0.0;2.0;;;;;
2006;WSM Final - group;5;M. Samuelsson;SWE;8.0;3.0;0.0;4.0;1.0;0.0;0.0;;;;;
2007;WSM Final - group;1;T. Mitt;EST;24.0;4.0;1.0;4.0;5.0;5.0;5.0;;;;;
2007;WSM Final - group;2;P. Pfister;USA;21.0;5.0;5.0;5.0;1.0;4.0;1.0;;;;;
2007;WSM Final - group;3;E. Nigmatullin;RUS;16.0;1.0;2.0;3.0;4.0;3.0;3.0;;;;;
2007;WSM Final - group;4;D. Filiou;CAN;15.5;3.0;4.0;1.0;2.0;1.5;4.0;;;;;
2007;WSM Final - group;5;D. Sadler;ENG;13.5;2.0;3.0;2.0;3.0;1.5;2.0;;;;;
2007;WSM Final - group;1;D. Pope;USA;21.5;5.0;3.0;5.0;3.5;3.0;2.0;;;;;
2007;WSM Final - group;2;S. Wenta;POL;21.0;3.0;2.0;2.0;5.0;5.0;4.0;;;;;
2007;WSM Final - group;3;S. Todorchev;BUL;17.0;2.0;5.0;3.0;1.0;1.0;5.0;;;;;
2007;WSM Final - group;4;M. Westaby;ENG;16.0;4.0;1.0;4.0;2.0;2.0;3.0;;;;;
2007;WSM Final - group;5;K. Gillingham;USA;14.5;1.0;4.0;1.0;3.5;4.0;1.0;;;;;
2007;WSM Final - group;1;M. Felix;ENG;26.5;5.0;5.0;4.0;5.0;3.5;4.0;;;;;
2007;WSM Final - group;2;K. Nee;USA;21.5;4.0;3.0;2.0;4.0;3.5;5.0;;;;;
2007;WSM Final - group;3;J. Dymek;POL;17.0;2.0;1.0;3.0;3.0;5.0;3.0;;;;;
2007;WSM Final - group;4;F. Trimpl;GER;16.5;3.0;4.0;5.0;1.0;1.5;2.0;;;;;
2007;WSM Final - group;5;D. Boyer;AUS;8.5;1.0;2.0;1.0;2.0;1.5;1.0;;;;;
2007;WSM Final - group;1;M. Pudzianowski;POL;24.0;5.0;5.0;5.0;4.0;4.0;1.0;;;;;
2007;WSM Final - group;2;D. Ostlund;USA;19.0;4.0;2.0;2.0;1.0;5.0;5.0;;;;;
2007;WSM Final - group;3;J. Marku;ENG;18.5;1.0;4.0;3.5;5.0;1.0;4.0;;;;;
2007;WSM Final - group;4;J. Virtanen;FIN;14.0;3.0;3.0;1.0;2.0;2.0;3.0;;;;;
2007;WSM Final - group;5;B. Haraldsson;ISL;12.5;2.0;1.0;3.5;3.0;3.0;0.0;;;;;
2007;WSM Final - group;1;T. Hollands;ENG;23.5;5.0;4.0;1.5;5.0;4.0;4.0;;;;;
2007;WSM Final - group;2;M. Samuelsson;SWE;23.0;1.0;5.0;5.0;2.0;5.0;5.0;;;;;
2007;WSM Final - group;3;R. Vidzis;LAT;19.5;4.0;3.0;3.5;4.0;2.0;3.0;;;;;
2007;WSM Final - group;4;J. Bergmann;USA;12.5;2.0;1.0;3.5;3.0;1.0;2.0;;;;;
2007;WSM Final - group;5;R. Skog;NOR;11.5;3.0;2.0;1.5;1.0;3.0;1.0;;;;;
2008;WSM Final - group;1;D. Poundstone;USA;29.0;5.0;6.0;5.0;5.0;4.0;4.0;;;;;
2008;WSM Final - group;2;J. Bergmann;USA;27.5;4.0;5.0;3.0;4.0;5.5;6.0;;;;;
2008;WSM Final - group;3;M. Felix;ENG;26.0;6.0;2.0;6.0;6.0;3.0;3.0;;;;;
2008;WSM Final - group;4;S. PÃ©tursson;ISL;19.0;2.0;4.0;4.0;2.0;2.0;5.0;;;;;
2008;WSM Final - group;5;J. Dymek;POL;18.5;3.0;3.0;2.0;3.0;5.5;2.0;;;;;
2008;WSM Final - group;6;I. Werner;GER;6.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;
2008;WSM Final - group;1;P. Pfister;USA;27.5;6.0;5.0;6.0;5.0;5.5;0.0;;;;;
2008;WSM Final - group;2;S. Wenta;POL;25.0;4.0;2.5;4.0;3.0;5.5;6.0;;;;;
2008;WSM Final - group;3;J. Ã…rsjÃ¶;SWE;22.5;3.0;6.0;3.0;4.0;2.5;4.0;;;;;
2008;WSM Final - group;3;R. Skog;NOR;22.5;5.0;4.0;5.0;1.0;2.5;5.0;;;;;
2008;WSM Final - group;5;O. Thompson;ENG;19.5;2.0;2.5;2.0;6.0;4.0;3.0;;;;;
2008;WSM Final - group;6;T. Ide;GER;8.0;1.0;1.0;1.0;2.0;1.0;2.0;;;;;
2008;WSM Final - group;1;T. Mitt;EST;28.5;5.0;6.0;5.0;2.0;5.5;5.0;;;;;
2008;WSM Final - group;2;T. Hollands;ENG;26.5;4.0;3.0;6.0;4.0;3.5;6.0;;;;;
2008;WSM Final - group;3;K. Nee;USA;23.5;1.0;5.0;2.0;6.0;5.5;4.0;;;;;
2008;WSM Final - group;4;E. Nigmatullin;RUS;18.5;3.0;3.0;3.0;3.0;3.5;3.0;;;;;
2008;WSM Final - group;5;J. Virtanen;FIN;18.0;6.0;3.0;4.0;1.0;2.0;2.0;;;;;
2008;WSM Final - group;6;J. Caron;CAN;11.0;2.0;1.0;1.0;5.0;1.0;1.0;;;;;
2008;WSM Final - group;1;M. Pudzianowski;POL;29.0;5.0;5.0;6.0;2.0;6.0;5.0;;;;;
2008;WSM Final - group;2;A. Haugen;NOR;25.0;6.0;3.0;2.0;5.0;3.0;6.0;;;;;
2008;WSM Final - group;3;B. Shaw;USA;21.0;3.0;6.0;5.0;1.0;2.0;4.0;;;;;
2008;WSM Final - group;4;L. Shahlaei;ENG;20.0;4.0;4.0;3.0;6.0;1.0;2.0;;;;;
2008;WSM Final - group;5;L. Jean;CAN;19.5;2.0;2.0;4.0;4.0;4.5;3.0;;;;;
2008;WSM Final - group;6;B. Siders;USA;11.5;1.0;1.0;1.0;3.0;4.5;1.0;;;;;
2008;WSM Final - group;1;T. Ortmayer;USA;31.5;4.0;6.0;6.0;5.0;5.5;5.0;;;;;
2008;WSM Final - group;2;D. Ostlund;USA;28.0;6.0;4.0;4.0;4.0;4.0;6.0;;;;;
2008;WSM Final - group;3;J. Marku;ENG;23.5;3.0;5.0;1.0;6.0;5.5;3.0;;;;;
2008;WSM Final - group;4;M. Samuelsson;SWE;19.5;5.0;2.0;5.0;1.0;2.5;4.0;;;;;
2008;WSM Final - group;5;R. Vidzis;LAT;14.5;2.0;2.0;3.0;3.0;2.5;2.0;;;;;
2008;WSM Final - group;6;F. Trimpl;GER;9.0;1.0;2.0;2.0;2.0;1.0;1.0;;;;;
2009;WSM Final - group;1;D. Poundstone;USA;34;6.0;6.0;5.0;6.0;6.0;5.0;;;;;
2009;WSM Final - group;2;L. Jean;CAN;25;4.0;4.0;2.0;5.0;4.0;6.0;;;;;
2009;WSM Final - group;3;K. Ilin;UKR;21;2.0;5.0;3.0;3.0;5.0;3.0;;;;;
2009;WSM Final - group;4;J. Marku;ENG;18;5.0;1.0;6.0;2.0;0.0;4.0;;;;;
2009;WSM Final - group;5;K. Nee;USA;11;1.0;2.0;4.0;4.0;0.0;0.0;;;;;
2009;WSM Final - group;6;S. Wenta;POL;6;3.0;3.0;0.0;0.0;0.0;0.0;;;;;
2009;WSM Final - group;1;Å½. Savickas;LTU;32.0;6.0;5.0;5.0;6.0;4.0;6.0;;;;;
2009;WSM Final - group;2;B. Shaw;USA;30.0;5.0;6.0;4.0;5.0;5.0;5.0;;;;;
2009;WSM Final - group;3;S. PÃ©tursson;ISL;21.0;2.0;4.0;2.0;3.0;6.0;4.0;;;;;
2009;WSM Final - group;4;M. Felix;ENG;17.0;4.0;2.0;6.0;2.0;1.0;2.0;;;;;
2009;WSM Final - group;5;M. Wildauer;AUT;13.5;3.0;3.0;3.0;1.0;2.5;1.0;;;;;
2009;WSM Final - group;6;M. White;USA;12.5;1.0;1.0;1.0;4.0;2.5;3.0;;;;;
2009;WSM Final - group;1;P. Pfister;USA;30.5;6.0;6.0;1.0;6.0;5.5;6.0;;;;;
2009;WSM Final - group;2;M. Pudzianowski;POL;27.5;5.0;5.0;5.0;5.0;2.5;5.0;;;;;
2009;WSM Final - group;3;D. Sadler;ENG;22.0;3.0;3.0;6.0;2.0;4.0;4.0;;;;;
2009;WSM Final - group;4;E. Katona;SRB;20.5;4.0;4.0;4.0;3.0;2.5;3.0;;;;;
2009;WSM Final - group;5;A. Klyushev;RUS;17.5;1.0;2.0;3.0;4.0;5.5;2.0;;;;;
2009;WSM Final - group;6;J. Laureys;BEL;7.0;2.0;1.0;2.0;1.0;0.0;1.0;;;;;
2009;WSM Final - group;1;L. Shahlaei;ENG;26.0;5.0;6.0;6.0;6.0;1.0;2.0;;;;;
2009;WSM Final - group;2;T. Ortmayer;USA;23.0;4.0;4.0;1.0;4.0;4.0;6.0;;;;;
2009;WSM Final - group;3;J. Ã…rsjÃ¶;SWE;22.0;6.0;3.0;3.0;1.0;5.0;4.0;;;;;
2009;WSM Final - group;4;E. Smit;RSA;20.0;2.0;1.0;5.0;5.0;6.0;1.0;;;;;
2009;WSM Final - group;5;R. Skog;NOR;19.5;3.0;5.0;2.0;2.0;2.5;5.0;;;;;
2009;WSM Final - group;6;A. KazeÄ¼Å†iks;LAT;15.5;1.0;2.0;4.0;3.0;2.5;3.0;;;;;
2009;WSM Final - group;1;T. Hollands;ENG;29;5.0;6.0;6.0;5.0;4.0;3.0;;;;;
2009;WSM Final - group;2;D. Ostlund;USA;26;2.0;4.0;4.0;6.0;4.0;6.0;;;;;
2009;WSM Final - group;3;A. Murumets;EST;26;6.0;3.0;5.0;3.0;4.0;5.0;;;;;
2009;WSM Final - group;4;C. Savoie;CAN;18;4.0;5.0;3.0;1.0;1.0;4.0;;;;;
2009;WSM Final - group;5;J. Dymek;POL;15;1.0;1.0;2.0;4.0;6.0;1.0;;;;;
2009;WSM Final - group;6;F. Trimpl;GER;12;3.0;2.0;1.0;2.0;2.0;2.0;;;;;
2010;WSM Final - group;1;B. Shaw;USA;30.0;6.0;6.0;6.0;5.0;6.0;1.0;;;;;
2010;WSM Final - group;2;S. PÃ©tursson;ISL;27.0;5.0;4.0;4.0;3.0;5.0;6.0;;;;;
2010;WSM Final - group;3;M. Felix;ENG;20.0;1.0;5.0;1.0;6.0;3.0;4.0;;;;;
2010;WSM Final - group;4;S. Todorchev;BUL;17.0;4.0;3.0;5.0;2.0;0.0;3.0;;;;;
2010;WSM Final - group;5;S. Romanchuk;UKR;16.5;2.5;2.0;3.0;0.0;4.0;5.0;;;;;
2010;WSM Final - group;6;E. Smit;RSA;11.5;2.5;1.0;2.0;4.0;0.0;2.0;;;;;
2010;WSM Final - group;1;D. Poundstone;USA;30;4.0;4.0;6.0;5.0;6.0;5.0;;;;;
2010;WSM Final - group;2;T. Hollands;ENG;29;6.0;6.0;5.0;3.0;5.0;4.0;;;;;
2010;WSM Final - group;3;R. Skog;NOR;20;3.0;1.0;0.0;6.0;4.0;6.0;;;;;
2010;WSM Final - group;4;A. Curletto;ITA;17;2.0;3.0;4.0;2.0;3.0;3.0;;;;;
2010;WSM Final - group;5;H. Jordaan;RSA;11;1.0;2.0;0.0;4.0;2.0;2.0;;;;;
2010;WSM Final - group;6;R. SzczepaÅ„ski;POL;10;5.0;5.0;0.0;0.0;0.0;0.0;;;;;
2010;WSM Final - group;1;E. Katona;SRB;29.0;5.0;6.0;6.0;5.0;3.0;4.0;;;;;
2010;WSM Final - group;2;T. Ortmayer;USA;28.5;6.0;5.0;4.0;2.5;6.0;5.0;;;;;
2010;WSM Final - group;3;V. Lalas;LTU;27.5;4.0;4.0;3.0;6.0;4.5;6.0;;;;;
2010;WSM Final - group;4;K. Ilin;UKR;17.5;2.0;2.0;2.0;4.0;4.5;3.0;;;;;
2010;WSM Final - group;5;J. KuÅ‚aga;POL;15.5;3.0;3.0;5.0;2.5;0.0;2.0;;;;;
2010;WSM Final - group;6;D. Sadler;ENG;1.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;
2010;WSM Final - group;1;Å½. Savickas;LTU;27.5;6.0;5.5;5.0;6.0;4.0;1.0;;;;;
2010;WSM Final - group;2;N. Best;USA;25.0;4.0;3.0;6.0;0.0;6.0;6.0;;;;;
2010;WSM Final - group;3;L. Shahlaei;ENG;25.0;5.0;5.5;3.0;3.5;3.0;5.0;;;;;
2010;WSM Final - group;4;L. Jean;CAN;22.0;3.0;1.0;4.0;5.0;5.0;4.0;;;;;
2010;WSM Final - group;5;W. Brant;AUS;13.5;1.0;3.0;2.0;3.5;1.0;3.0;;;;;
2010;WSM Final - group;6;A. KazeÄ¼Å†iks;LAT;12.0;2.0;3.0;1.0;2.0;2.0;2.0;;;;;
2010;WSM Final - group;1;J. Bergmann;USA;28.0;5.0;6.0;5.0;4.0;6.0;2.0;;;;;
2010;WSM Final - group;2;M. Koklyaev;RUS;26.0;3.0;5.0;2.0;6.0;5.0;5.0;;;;;
2010;WSM Final - group;3;D. Ostlund;USA;24.0;6.0;1.0;3.0;5.0;3.0;6.0;;;;;
2010;WSM Final - group;4;M. Westaby;ENG;18.5;4.0;3.5;4.0;3.0;1.0;3.0;;;;;
2010;WSM Final - group;5;C. Savoie;CAN;16.5;1.5;2.0;6.0;1.0;2.0;4.0;;;;;
2010;WSM Final - group;6;R. Frampton;ENG;12.0;1.5;3.5;0.0;2.0;4.0;1.0;;;;;
2011;WSM Final - group;1;B. Shaw;USA;33.0;6.0;6.0;5.0;4.0;6.0;6.0;;;;;
2011;WSM Final - group;2;H. BjÃ¶rnsson;ISL;25.5;4.0;3.0;6.0;2.5;5.0;5.0;;;;;
2011;WSM Final - group;3;M. Felix;ENG;21.0;3.0;4.0;4.0;6.0;3.0;1.0;;;;;
2011;WSM Final - group;4;J. Caron;CAN;17.0;1.0;2.0;3.0;5.0;2.0;4.0;;;;;
2011;WSM Final - group;5;R. Heinla;EST;15.5;5.0;1.0;1.0;2.5;4.0;2.0;;;;;
2011;WSM Final - group;6;N. Best;USA;13.0;2.0;5.0;2.0;1.0;0.0;3.0;;;;;
2011;WSM Final - group;1;L. Shahlaei;ENG;30;5.0;5.0;6.0;4.0;6.0;4.0;;;;;
2011;WSM Final - group;2;E. Katona;SRB;23;6.0;6.0;0.0;6.0;0.0;5.0;;;;;
